,age,numclaims,veh_age,veh_value
1150,0,0,1,2.27
1151,1,0,3,1.61
1152,1,0,0,2.76
1153,3,1,1,1.36
1154,2,0,0,1.72
1155,1,0,0,3.78
1156,0,1,0,2.07
1157,1,0,3,0.54
1158,0,0,2,1.19
1159,1,0,1,2.55
1160,0,0,0,1.71
1161,0,0,1,2.53
1162,0,0,3,0.29
1163,0,0,1,1.96
1164,1,0,1,2.05
1165,0,1,2,1.66
1166,0,0,3,0.74
1167,0,0,3,1.86
1168,1,0,2,3.06
1169,1,0,1,1.77
1170,1,0,3,1.65
1171,1,0,0,2.48
1172,1,0,2,3.14
1173,2,1,2,2.04
1174,2,1,0,2.88
1175,2,0,1,3.22
1176,2,0,2,0.98
1177,2,1,2,1.45
1178,3,0,2,0.79
1179,2,0,3,0.5
1180,3,0,2,1.37
1181,3,0,3,0.53
1182,0,1,2,1.52
1183,1,0,0,1.399
1184,1,0,0,1.88
1185,2,0,2,1.36
1186,1,0,1,2.66
1187,2,0,2,1.09
1188,1,0,3,1.96
1189,0,0,0,1.89
1190,1,0,3,2.67
1191,3,0,0,2.68
1192,0,1,2,1.06
1193,1,0,0,6.51
1194,0,0,2,2.81
1195,1,0,1,1.86
1196,1,0,1,4.34
1197,1,0,1,3.6
1198,1,0,1,3.46
1199,0,0,0,5.899
1200,1,0,3,0.44
1201,1,0,3,0.66
1202,1,0,2,1.38
1203,2,0,3,0.75
1204,1,0,3,2.15
1205,0,1,1,3.73
1206,1,0,0,6.59
1207,1,0,0,3.15
1208,3,1,1,1.37
1209,3,0,1,1.75
1210,1,0,1,1.94
1211,0,0,2,1.4
1212,3,0,2,1.29
1213,0,0,3,0.25
1214,2,0,2,5.79
1215,1,0,0,5.63
1216,1,0,3,0.44
1217,0,0,3,0.58
1218,1,0,1,2.15
1219,2,0,1,1.17
1220,0,1,2,0.78
1221,1,0,1,1.19
1222,0,0,2,2.37
1223,1,0,1,1.77
1224,1,0,2,1.29
1225,0,0,3,0.91
1226,2,0,0,1.58
1227,2,0,2,1.02
1228,1,0,1,1.22
1229,3,0,2,1.48
1230,0,0,1,1.86
1231,1,0,0,1.94
1232,0,1,0,1.799
1233,1,1,0,3.35
1234,2,0,1,2.8
1235,1,1,2,1.17
1236,0,0,3,1.81
1237,1,0,1,1.36
1238,1,0,1,6.14
1239,2,0,1,1.61
1240,0,0,0,5.39
1241,0,1,3,0.87
1242,0,0,3,0.79
1243,1,1,2,4.0
1244,3,0,1,2.02
1245,1,0,0,1.79
1246,2,0,3,0.51
1247,2,0,0,2.74
1248,1,0,0,4.78
1249,1,0,0,1.24
1250,2,1,1,1.49
1251,1,0,2,1.03
1252,1,0,2,1.04
1253,1,0,1,1.39
1254,3,0,3,0.68
1255,1,0,1,1.6
1256,1,1,0,1.3
1257,0,0,2,1.8
1258,1,0,0,3.28
1259,1,0,2,0.99
1260,3,0,3,1.05
1261,1,0,2,2.97
1262,0,0,1,1.99
1263,3,0,3,1.02
1264,1,0,2,1.96
1265,0,0,3,1.03
1266,3,0,3,0.44
1267,1,0,1,3.46
1268,2,0,3,0.69
1269,2,0,3,1.0
1270,0,0,3,0.73
1271,3,0,3,0.6
1272,1,0,3,1.16
1273,0,0,3,1.28
1274,2,0,2,2.06
1275,1,0,2,1.23
1276,1,1,2,1.87
1277,2,0,0,4.33
1278,0,0,1,1.64
1279,1,0,2,1.98
1280,1,0,2,4.75
1281,1,0,3,1.79
1282,1,0,3,0.92
1283,2,0,1,1.8
1284,1,0,2,1.37
1285,2,0,3,0.49
1286,2,0,3,1.16
1287,3,0,3,0.34
1288,1,0,0,1.73
1289,3,0,3,0.47
1290,2,0,3,1.31
1291,1,0,3,0.77
1292,1,0,1,2.18
1293,1,0,1,2.31
1294,1,0,2,5.06
1295,1,0,1,1.86
1296,3,0,1,1.85
1297,1,0,2,1.17
1298,3,0,1,3.51
1299,1,1,1,2.89
1300,3,0,1,4.08
1301,3,0,2,0.8
1302,3,0,3,0.51
1303,2,0,0,2.6
1304,1,0,1,2.58
1305,2,0,2,1.58
1306,1,0,2,1.84
1307,3,0,1,1.58
1308,2,0,2,0.97
1309,0,0,0,5.72
1310,0,0,1,1.75
1311,1,0,2,0.97
1312,1,0,3,0.43
1313,0,0,2,0.89
1314,2,0,3,1.08
1315,1,0,3,0.77
1316,3,0,2,1.37
1317,1,0,1,3.35
1318,2,0,1,1.1
1319,2,0,3,1.28
1320,3,0,3,0.83
1321,1,1,1,2.33
1322,2,0,3,0.47
1323,1,0,3,0.42
1324,1,0,3,1.29
1325,0,0,3,1.28
1326,1,0,2,1.64
1327,3,0,2,1.21
1328,2,0,0,1.26
1329,1,0,3,0.37
1330,1,0,3,0.91
1331,1,0,1,2.59
1332,3,0,3,0.43
1333,3,0,2,2.78
1334,1,0,3,1.85
1335,2,0,3,0.77
1336,1,0,3,0.42
1337,1,0,3,0.89
1338,1,0,2,1.06
1339,3,0,2,1.25
1340,1,0,2,2.78
1341,2,0,0,1.31
1342,2,0,0,3.3
1343,1,0,3,0.37
1344,0,0,1,0.98
1345,0,0,0,1.66
1346,1,0,2,1.64
1347,0,0,3,0.6
1348,1,0,2,1.06
1349,1,0,3,1.17
1350,1,0,3,0.79
1351,1,0,0,4.399
1352,0,0,3,0.83
1353,0,0,2,0.95
1354,1,0,2,2.28
1355,0,0,3,0.36
1356,3,0,2,1.38
1357,1,1,0,2.26
1358,1,0,1,2.62
1359,1,0,0,1.51
1360,1,0,0,2.5
1361,2,0,2,1.22
1362,1,0,0,3.61
1363,1,0,3,0.72
1364,3,0,2,0.98
1365,1,0,0,2.86
1366,1,0,1,1.28
1367,1,0,2,3.13
1368,2,0,1,1.66
1369,1,0,3,0.61
1370,1,0,1,1.6
1371,0,0,0,2.93
1372,1,0,1,2.02
1373,3,0,1,4.53
1374,3,0,0,1.88
1375,3,0,2,1.34
1376,3,0,2,0.98
1377,3,0,2,1.2
1378,0,0,2,0.92
1379,3,0,0,2.11
1380,3,0,3,0.59
1381,1,0,0,2.42
1382,2,0,0,2.65
1383,0,0,0,1.76
1384,1,1,1,3.2
1385,3,0,3,0.48
1386,3,0,1,2.14
1387,3,0,1,1.61
1388,0,0,0,5.43
1389,1,0,2,2.55
1390,3,0,3,0.74
1391,1,0,2,1.77
1392,3,0,1,1.67
1393,3,0,3,0.68
1394,1,1,1,4.5
1395,1,0,3,1.1
1396,1,0,0,2.46
1397,1,0,0,9.16
1398,1,0,3,0.95
1399,1,0,1,1.5
1400,1,0,3,0.74
1401,3,0,0,3.12
1402,1,0,3,0.41
1403,2,0,0,2.97
1404,1,0,0,2.03
1405,1,0,2,3.39
1406,0,0,2,2.95
1407,1,0,3,0.69
1408,1,0,3,0.95
1409,1,0,3,0.63
1410,0,0,3,0.97
1411,2,0,3,0.35
1412,1,0,2,3.0
1413,2,0,1,1.64
1414,1,0,0,1.39
1415,1,0,3,1.36
1416,0,0,2,2.38
1417,2,0,1,4.06
1418,3,0,0,1.93
1419,2,0,1,2.1
1420,1,1,1,1.02
1421,0,0,3,0.71
1422,1,0,3,0.9
1423,1,0,3,0.7
1424,1,0,3,1.19
1425,0,0,2,3.01
1426,1,0,1,3.7
1427,2,0,1,3.68
1428,1,0,3,1.75
1429,1,0,3,0.7
1430,3,0,3,0.6
1431,1,0,2,0.97
1432,1,0,2,1.03
1433,0,0,3,0.71
1434,0,0,0,1.88
1435,1,0,1,1.78
1436,1,0,1,2.34
1437,1,0,3,1.61
1438,1,0,0,5.67
1439,0,0,2,2.28
1440,0,0,0,3.21
1441,0,0,2,2.54
1442,1,0,1,2.63
1443,0,0,2,1.52
1444,1,0,0,2.29
1445,0,0,1,2.16
1446,0,0,3,0.24
1447,1,0,3,0.69
1448,0,0,0,2.0
1449,2,0,2,1.26
1450,3,0,3,0.49
1451,0,0,2,1.35
1452,3,0,3,0.65
1453,3,0,3,0.41
1454,0,0,1,1.49
1455,3,0,3,0.43
1456,1,1,2,1.56
1457,2,0,2,4.0
1458,3,0,2,0.89
1459,1,0,2,3.4
1460,1,0,3,1.05
1461,1,0,2,1.31
1462,0,0,2,3.04
1463,3,0,2,1.41
1464,1,0,3,1.33
1465,0,0,1,1.7
1466,1,0,3,0.68
1467,1,0,2,2.08
1468,1,0,0,6.05
1469,0,0,0,6.34
1470,2,0,0,1.28
1471,3,0,2,3.56
1472,3,0,3,0.46
1473,0,0,1,3.57
1474,3,0,1,5.7
1475,0,0,1,1.66
1476,2,0,1,5.69
1477,1,0,2,2.97
1478,1,0,3,0.54
1479,0,0,2,0.89
1480,1,0,3,0.8
1481,0,0,2,1.03
1482,0,0,0,1.74
1483,1,0,0,5.79
1484,1,0,2,9.43
1485,0,1,1,1.54
1486,2,0,2,1.06
1487,0,0,2,1.47
1488,1,0,1,4.78
1489,1,0,0,1.399
1490,1,0,3,0.43
1491,0,1,3,0.65
1492,1,0,0,5.19
1493,1,0,0,4.48
1494,1,0,1,1.64
1495,2,1,1,1.28
1496,1,0,2,1.31
1497,1,0,0,4.17
1498,1,0,3,0.41
1499,0,0,2,1.75
1500,1,0,2,1.06
1501,1,0,1,1.81
1502,1,0,2,0.99
1503,1,1,3,1.45
1504,1,0,3,0.39
1505,0,0,2,0.95
1506,1,0,1,1.81
1507,1,0,2,0.99
1508,0,0,0,5.618
1509,1,0,3,0.59
1510,0,0,0,3.54
1511,1,0,3,0.95
1512,1,0,3,0.88
1513,0,0,1,1.47
1514,1,0,3,0.44
1515,3,0,1,3.32
1516,0,0,3,0.8
1517,0,0,1,3.3
1518,1,1,1,4.04
1519,1,0,1,3.52
1520,0,0,1,1.68
1521,2,0,1,1.92
1522,1,0,0,2.389
1523,1,0,0,2.55
1524,0,0,2,0.96
1525,0,0,0,2.099
1526,1,0,2,2.08
1527,3,0,3,0.68
1528,2,0,3,0.66
1529,2,0,2,2.43
1530,3,0,1,1.91
1531,1,0,2,1.84
1532,0,0,0,3.199
1533,0,0,3,1.75
1534,1,0,0,1.43
1535,1,0,0,6.51
1536,2,0,2,3.64
1537,3,0,2,1.25
1538,2,0,1,4.06
1539,0,0,2,2.39
1540,1,0,1,1.79
1541,2,0,1,1.66
1542,1,0,0,2.099
1543,1,3,1,2.77
1544,1,0,3,1.31
1545,2,0,3,0.94
1546,1,1,2,2.71
1547,0,0,2,2.33
1548,0,0,3,0.88
1549,3,1,2,2.12
1550,1,0,0,1.799
1551,0,0,2,1.48
1552,0,0,2,1.45
1553,1,0,1,1.45
1554,0,0,3,1.17
1555,3,0,0,2.42
1556,1,0,0,1.36
1557,1,0,3,0.69
1558,1,0,1,2.55
1559,1,0,3,0.7
1560,1,1,3,1.19
1561,1,0,3,0.89
1562,1,0,3,0.73
1563,0,0,1,1.31
1564,2,0,1,1.94
1565,1,0,3,0.74
1566,0,0,3,0.45
1567,0,1,0,1.94
1568,0,0,0,3.19
1569,0,0,1,1.99
1570,1,0,3,0.65
1571,0,0,1,1.77
1572,2,0,1,1.58
1573,1,0,1,0.99
1574,3,0,2,1.54
1575,1,0,3,0.5
1576,1,0,1,1.12
1577,1,0,1,3.99
1578,3,0,1,1.76
1579,3,0,1,1.57
1580,1,0,3,0.38
1581,2,0,0,1.51
1582,3,0,2,1.16
1583,3,0,0,2.68
1584,2,0,1,1.19
1585,3,0,3,0.73
1586,3,0,0,2.03
1587,1,0,2,2.37
1588,2,0,0,1.6835
1589,1,0,1,1.66
1590,3,0,1,2.93
1591,1,0,1,1.87
1592,0,0,3,1.02
1593,2,0,0,2.44
1594,0,0,1,3.28
1595,2,0,3,1.44
1596,1,1,3,0.75
1597,3,1,2,1.18
1598,1,0,2,0.97
1599,2,0,3,0.43
1600,2,0,3,1.58
1601,3,0,2,1.26
1602,1,0,2,1.55
1603,2,1,1,1.66
1604,1,0,3,1.55
1605,3,1,1,1.57
1606,3,0,1,1.85
1607,1,0,2,1.08
1608,0,0,2,0.99
1609,2,0,3,0.67
1610,1,0,2,1.59
1611,1,0,2,4.65
1612,3,0,3,0.6
1613,1,0,1,2.08
1614,1,0,2,3.43
1615,1,0,0,1.38
1616,0,0,1,1.26
1617,1,0,3,0.74
1618,3,0,3,0.38
1619,0,0,2,0.88
1620,1,0,2,1.37
1621,1,1,0,2.48
1622,1,0,1,1.46
1623,1,0,1,1.52
1624,3,0,0,1.94
1625,1,0,0,1.47
1626,1,0,3,1.42
1627,1,0,0,1.62
1628,1,0,3,1.51
1629,0,0,1,1.84
1630,2,0,2,0.93
1631,1,0,3,0.73
1632,0,0,3,0.82
1633,2,0,2,1.36
1634,1,0,0,1.28
1635,2,0,1,3.94
1636,1,0,1,1.95
1637,1,0,3,0.6
1638,1,0,2,0.97
1639,3,0,2,1.6
1640,0,0,1,1.88
1641,1,0,2,0.73
1642,1,0,0,6.34
1643,0,0,1,1.75
1644,1,0,1,1.82
1645,1,0,0,2.74
1646,0,0,3,2.13
1647,3,0,3,0.43
1648,0,0,0,1.23
1649,0,0,2,1.98
1650,0,0,2,1.36
1651,0,0,2,0.83
1652,1,0,1,3.93
1653,0,0,2,0.87
1654,1,0,3,1.74
1655,0,1,3,0.57
1656,0,0,0,1.5
1657,0,0,3,0.46
1658,2,1,1,1.47
1659,2,0,0,2.37
1660,1,0,1,2.81
1661,0,0,3,1.86
1662,3,0,1,1.99
1663,1,0,1,1.36
1664,3,0,2,0.66
1665,3,0,2,1.37
1666,1,0,0,2.74
1667,2,0,3,2.4
1668,0,0,2,2.9
1669,1,0,3,0.7
1670,3,0,0,1.63
1671,2,0,3,0.31
1672,3,1,0,2.41
1673,2,0,1,2.05
1674,2,0,0,1.47
1675,1,1,3,0.44
1676,2,0,2,0.98
1677,2,0,3,0.82
1678,3,0,1,1.89
1679,3,0,3,0.24
1680,0,0,0,1.84
1681,1,0,3,0.41
1682,3,0,2,1.04
1683,1,0,3,0.77
1684,1,0,0,1.31
1685,1,0,2,0.77
1686,1,0,1,1.26
1687,1,0,2,1.37
1688,1,0,2,1.6
1689,2,0,2,1.25
1690,1,0,2,1.39
1691,1,1,2,2.18
1692,1,0,3,0.74
1693,0,0,1,1.59
1694,0,0,3,0.95
1695,0,0,2,1.06
1696,1,0,1,1.41
1697,0,0,3,1.33
1698,1,0,1,1.12
1699,1,0,2,0.94
1700,0,0,1,1.99
1701,2,0,3,1.22
1702,1,0,1,3.76
1703,3,0,1,1.01
1704,2,0,1,1.47
1705,0,0,2,1.15
1706,1,0,3,0.45
1707,2,0,3,0.37
1708,1,1,0,5.236
1709,0,0,2,1.93
1710,1,0,1,3.28
1711,0,0,0,1.86
1712,0,1,0,2.07
1713,1,0,1,1.9
1714,1,0,3,0.35
1715,3,0,3,0.95
1716,1,0,1,3.63
1717,1,0,1,2.0
1718,1,0,2,3.11
1719,2,0,1,1.67
1720,2,0,1,2.04
1721,0,0,0,1.47
1722,2,0,2,1.49
1723,2,0,0,5.17
1724,1,0,3,1.16
1725,1,0,3,0.51
1726,1,0,3,0.5
1727,3,0,0,1.72
1728,1,0,2,4.48
1729,1,0,2,0.83
1730,2,0,3,0.44
1731,1,0,1,3.02
1732,3,0,2,1.53
1733,0,0,1,1.3
1734,1,0,0,5.236
1735,0,0,1,1.76
1736,0,0,2,0.68
1737,1,0,1,3.52
1738,0,0,0,2.79
1739,2,0,1,5.27
1740,1,0,1,1.77
1741,0,0,3,3.18
1742,0,0,3,1.22
1743,1,0,2,1.37
1744,1,0,2,2.08
1745,0,0,1,1.37
1746,1,0,1,1.3
1747,3,0,2,1.34
1748,1,0,1,1.42
1749,0,0,1,1.3
1750,0,0,0,1.43
1751,0,0,0,7.199
1752,1,0,0,2.11
1753,1,0,2,3.0
1754,3,0,0,2.91
1755,0,0,0,1.24
1756,1,0,2,2.25
1757,2,0,3,1.99
1758,1,0,2,1.52
1759,1,0,3,1.05
1760,0,0,2,2.83
1761,1,0,1,3.94
1762,0,0,1,2.05
1763,1,0,3,0.92
1764,1,0,3,1.31
1765,3,0,2,1.99
1766,2,0,1,1.87
1767,1,0,2,3.4
1768,0,0,0,2.22
1769,0,0,2,1.34
1770,3,0,1,1.4
1771,2,0,0,1.76
1772,1,0,2,1.35
1773,2,0,3,0.37
1774,1,0,2,0.69
1775,1,0,3,0.31
1776,2,0,3,0.58
1777,1,0,3,0.5
1778,1,0,0,3.11
1779,1,0,0,2.68
1780,3,0,1,1.27
1781,2,1,1,3.54
1782,1,1,2,0.96
1783,1,0,3,1.22
1784,1,0,1,1.61
1785,2,0,2,0.84
1786,2,0,3,0.42
1787,1,0,0,4.73
1788,2,0,1,3.27
1789,1,0,2,2.68
1790,3,0,2,1.35
1791,3,0,3,1.0
1792,3,0,0,2.999
1793,3,0,3,0.18
1794,1,0,3,1.17
1795,2,0,3,1.17
1796,1,0,2,0.92
1797,3,0,2,1.12
1798,1,0,2,1.94
1799,1,1,3,1.97
1800,1,0,3,0.75
1801,1,0,1,2.11
1802,1,0,2,2.22
1803,1,0,1,1.56
1804,1,0,2,0.78
1805,2,0,1,1.33
1806,3,0,0,2.23
1807,3,1,1,1.21
1808,1,0,3,1.09
1809,3,0,3,1.16
1810,1,0,3,0.44
1811,2,0,1,1.95
1812,0,0,2,0.86
1813,0,0,3,1.45
1814,1,0,1,1.61
1815,3,0,1,1.45
1816,1,0,2,0.88
1817,1,0,2,1.5
1818,2,1,2,1.45
1819,1,0,2,1.39
1820,1,0,2,3.23
1821,0,0,3,0.77
1822,1,0,1,2.69
1823,3,0,3,0.46
1824,1,0,2,0.89
1825,2,0,3,1.19
1826,2,0,0,1.45
1827,1,0,2,1.35
1828,1,0,2,2.59
1829,1,0,1,1.25
1830,0,0,2,2.35
1831,2,0,2,1.52
1832,1,0,2,1.36
1833,1,0,1,3.99
1834,2,0,0,3.52
1835,1,0,1,2.12
1836,2,0,3,1.16
1837,2,0,3,1.83
1838,0,0,2,3.43
1839,1,0,1,1.96
1840,2,0,2,2.77
1841,0,0,1,5.24
1842,1,0,1,1.6
1843,0,0,0,1.47
1844,0,0,3,0.83
1845,1,1,2,1.05
1846,1,0,3,1.33
1847,1,2,3,0.78
1848,1,0,2,2.77
1849,1,0,1,2.0
1850,0,0,3,1.33
1851,0,3,3,0.72
1852,0,1,0,1.56
1853,0,0,1,3.22
1854,1,0,2,1.92
1855,0,0,1,1.55
1856,1,0,1,2.73
1857,1,0,2,0.76
1858,0,0,3,1.16
1859,0,0,3,0.88
1860,1,0,0,1.59
1861,2,0,0,2.74
1862,1,0,1,1.75
1863,1,0,2,1.89
1864,0,0,1,1.26
1865,2,0,1,1.87
1866,3,0,2,2.08
1867,1,0,2,1.29
1868,2,0,3,1.92
1869,1,1,0,2.17
1870,2,0,3,0.46
1871,1,0,1,3.7
1872,1,0,1,1.75
1873,0,0,1,3.74
1874,0,0,2,1.36
1875,2,0,2,1.12
1876,1,0,2,1.13
1877,1,0,1,2.05
1878,2,0,2,2.84
1879,3,0,1,1.13
1880,1,0,2,1.73
1881,2,0,1,2.64
1882,2,0,3,0.79
1883,2,0,3,0.79
1884,1,0,2,1.59
1885,0,0,3,0.88
1886,0,0,2,1.05
1887,3,0,0,1.54
1888,1,1,0,4.66
1889,1,0,3,0.35
1890,1,0,2,1.35
1891,1,0,2,1.37
1892,0,1,2,1.06
1893,1,0,3,0.4
1894,1,0,3,1.05
1895,1,0,2,1.2
1896,2,0,2,0.77
1897,2,0,2,1.29
1898,1,0,3,0.51
1899,0,2,1,4.04
1900,1,0,1,1.25
1901,0,0,1,1.89
1902,1,0,3,0.5
1903,2,0,3,1.97
1904,3,0,1,2.28
1905,0,0,3,0.65
1906,0,0,0,1.95
1907,3,0,1,2.12
1908,1,1,0,2.61
1909,2,0,3,0.36
1910,1,0,3,0.56
1911,1,0,1,1.52
1912,1,0,1,1.6
1913,1,1,3,2.39
1914,1,0,1,1.35
1915,1,0,3,1.22
1916,1,0,1,1.41
1917,0,0,1,2.27
1918,0,0,1,1.87
1919,0,0,1,1.41
1920,1,0,1,5.17
1921,2,0,0,3.48
1922,1,1,0,2.099
1923,2,0,1,4.08
1924,3,0,3,0.5
1925,1,0,2,1.28
1926,3,0,2,1.29
1927,2,0,1,1.31
1928,1,0,2,1.04
1929,1,0,2,1.61
1930,2,0,0,4.58
1931,1,0,0,3.96
1932,2,0,3,1.44
1933,1,0,0,2.42
1934,1,0,3,1.52
1935,0,0,0,1.81
1936,1,0,1,2.01
1937,0,0,3,1.19
1938,2,0,0,2.1
1939,2,0,3,0.54
1940,1,0,3,0.36
1941,1,0,2,0.93
1942,1,0,3,0.36
1943,1,0,3,0.45
1944,3,0,3,1.05
1945,0,0,3,0.34
1946,0,0,0,1.9
1947,1,0,0,2.39
1948,1,0,1,1.28
1949,1,0,2,2.71
1950,1,0,1,2.5
1951,2,0,2,0.71
1952,3,0,3,0.39
1953,0,0,2,2.08
1954,1,0,3,0.43
1955,0,0,2,1.29
1956,2,0,1,1.93
1957,1,0,2,1.54
1958,2,0,3,1.85
1959,1,0,2,1.01
1960,0,0,2,1.26
1961,3,1,3,0.38
1962,0,0,3,1.22
1963,2,0,2,2.37
1964,1,0,1,3.7
1965,1,0,3,1.29
1966,1,1,1,1.19
1967,2,0,1,3.7
1968,1,0,3,1.24
1969,0,0,3,0.84
1970,2,0,2,1.66
1971,1,0,1,1.41
1972,1,0,1,1.22
1973,0,0,0,1.37
1974,0,0,3,1.1
1975,1,0,2,1.06
1976,0,0,1,2.35
1977,0,0,2,1.42
1978,0,0,1,1.62
1979,0,0,2,1.07
1980,2,0,2,1.64
1981,1,0,1,1.71
1982,0,0,3,0.42
1983,2,0,1,3.32
1984,1,0,2,1.01
1985,2,0,2,1.41
1986,0,0,1,1.02
1987,1,0,3,1.22
1988,1,0,0,2.81
1989,2,0,1,2.03
1990,1,2,1,3.35
1991,0,0,1,1.36
1992,2,0,2,1.82
1993,0,0,3,0.79
1994,0,0,1,2.15
1995,2,0,3,0.55
1996,0,0,2,1.33
1997,0,0,2,1.1
1998,0,0,3,0.31
1999,2,0,3,0.52
2000,0,0,1,1.89
2001,0,0,0,1.349
2002,1,0,3,1.63
2003,1,0,3,0.5
2004,1,0,2,1.14
2005,1,0,2,3.52
2006,2,0,1,4.34
2007,0,0,2,1.67
2008,1,1,1,3.52
2009,0,0,2,0.65
2010,0,0,3,0.82
2011,2,0,2,1.3
2012,0,0,3,0.54
2013,2,0,3,0.95
2014,1,1,2,1.68
2015,2,0,2,3.74
2016,1,0,3,1.19
2017,3,0,0,3.96
2018,0,0,1,1.71
2019,1,0,1,3.59
2020,1,0,1,1.15
2021,1,0,2,2.02
2022,2,0,3,1.36
2023,1,0,3,0.78
2024,1,0,1,1.57
2025,0,0,1,2.29
2026,1,0,3,1.06
2027,1,0,3,0.69
2028,1,0,3,0.4
2029,3,0,0,1.5
2030,1,0,2,1.39
2031,0,0,1,1.52
2032,1,0,2,1.53
2033,3,0,1,1.79
2034,0,0,2,1.94
2035,0,0,2,1.12
2036,0,0,3,0.71
2037,0,0,0,1.42
2038,0,1,3,0.47
2039,2,0,0,2.609
2040,0,0,1,1.58
2041,0,0,3,2.36
2042,1,0,3,0.9
2043,1,0,1,2.08
2044,1,0,1,1.36
2045,1,0,2,1.87
2046,2,0,0,3.13
2047,0,0,2,0.84
2048,1,0,1,2.28
2049,0,0,1,1.78
2050,3,0,2,1.5
2051,1,0,2,1.05
2052,1,0,1,3.53
2053,2,0,2,3.11
2054,1,0,1,2.95
2055,1,0,1,2.38
2056,2,0,2,1.35
2057,3,0,3,0.59
2058,1,0,3,0.71
2059,2,0,3,0.37
2060,1,0,0,1.68
2061,1,0,3,0.34
2062,0,0,0,1.83
2063,2,0,2,1.52
2064,1,0,2,0.82
2065,3,0,2,1.31
2066,3,0,2,2.54
2067,1,0,3,0.73
2068,3,0,3,0.71
2069,1,0,2,1.16
2070,1,0,2,0.79
2071,2,0,2,1.29
2072,1,0,2,1.78
2073,0,0,0,2.099
2074,1,0,2,1.64
2075,1,0,2,1.14
2076,3,0,0,1.94
2077,2,0,2,2.87
2078,1,0,0,2.99
2079,0,0,3,0.82
2080,1,0,1,1.79
2081,1,0,3,0.41
2082,1,0,1,1.51
2083,2,0,1,1.3
2084,1,0,3,0.88
2085,2,1,2,2.59
2086,1,1,0,1.88
2087,1,0,0,2.91
2088,1,1,2,1.45
2089,1,0,0,2.43
2090,1,0,0,1.76
2091,3,0,2,0.87
2092,3,0,2,0.94
2093,2,0,3,0.44
2094,3,0,2,2.74
2095,1,0,1,1.3
2096,1,0,0,1.47
2097,3,0,2,1.63
2098,2,0,2,0.8
2099,3,0,3,0.29
2100,3,0,3,0.91
2101,2,1,2,1.6
2102,1,0,0,1.7
2103,1,0,3,0.35
2104,1,0,2,0.87
2105,0,0,2,2.69
2106,3,0,1,1.82
2107,1,0,2,0.8
2108,1,0,0,7.37
2109,0,0,2,1.46
2110,1,0,2,1.1
2111,2,0,2,2.51
2112,1,0,3,0.29
2113,0,0,1,3.02
2114,1,0,3,0.7
2115,0,0,1,1.71
2116,1,0,0,5.299
2117,1,0,2,0.87
2118,1,0,3,0.64
2119,1,0,2,2.69
2120,3,0,3,0.43
2121,1,0,2,1.2
2122,1,0,3,0.72
2123,0,0,1,1.76
2124,1,1,1,1.31
2125,3,1,0,2.52
2126,2,0,1,4.78
2127,1,0,3,0.46
2128,2,0,2,2.71
2129,2,0,1,5.42
2130,1,0,1,2.16
2131,0,0,3,1.25
2132,2,0,1,1.59
2133,1,0,1,3.7
2134,0,0,1,1.48
2135,2,0,1,5.17
2136,1,1,2,1.68
2137,1,1,3,1.37
2138,3,0,3,1.91
2139,3,0,2,1.12
2140,1,0,3,1.96
2141,1,0,3,1.04
2142,0,0,1,2.35
2143,1,1,2,0.91
2144,1,0,3,1.4
2145,1,0,2,4.0
2146,1,0,2,1.06
2147,2,0,2,1.2
2148,2,0,0,1.399
2149,1,0,1,1.3
2150,1,0,1,1.85
2151,1,0,1,3.57
2152,1,0,0,1.49
2153,0,0,1,1.58
2154,0,0,1,1.78
2155,2,0,2,0.92
2156,0,1,3,1.97
2157,1,0,0,1.27
2158,0,0,2,0.96
2159,1,0,0,1.37
2160,0,0,1,1.12
2161,0,0,0,3.07
2162,1,0,0,2.27
2163,3,0,2,1.77
2164,2,0,2,0.88
2165,1,0,0,2.68
2166,2,0,1,4.37
2167,0,0,2,0.82
2168,1,0,3,0.6
2169,1,0,1,1.64
2170,1,0,2,2.32
2171,0,0,2,0.79
2172,3,1,2,0.88
2173,2,0,3,1.51
2174,0,0,1,2.01
2175,2,0,3,0.4
2176,1,0,3,0.43
2177,3,0,1,1.76
2178,2,0,3,0.51
2179,0,0,3,1.82
2180,1,0,1,3.68
2181,1,0,1,1.85
2182,2,0,3,0.71
2183,3,0,3,1.22
2184,1,0,2,0.76
2185,1,0,2,1.62
2186,2,0,0,3.599
2187,1,0,2,1.08
2188,3,0,2,0.99
2189,3,0,1,3.51
2190,1,0,3,0.82
2191,3,0,3,1.18
2192,2,0,2,1.16
2193,3,1,3,0.95
2194,3,0,0,1.88
2195,3,0,1,1.91
2196,3,1,2,1.34
2197,1,0,0,2.26
2198,3,0,1,1.7
2199,2,0,3,0.69
2200,0,0,2,3.16
2201,3,0,3,0.41
2202,0,0,3,0.53
2203,1,0,2,1.36
2204,2,0,1,4.05
2205,3,0,0,1.75
2206,3,0,3,0.8
2207,1,0,0,2.099
2208,1,0,1,1.36
2209,1,0,2,1.17
2210,1,0,3,1.33
2211,1,0,2,1.88
2212,2,0,2,0.77
2213,2,0,0,2.04
2214,3,0,3,1.16
2215,0,0,2,1.51
2216,3,0,2,1.31
2217,1,0,3,1.19
2218,2,0,2,1.0
2219,1,0,1,4.28
2220,0,0,2,0.97
2221,1,0,2,0.85
2222,2,0,2,0.89
2223,2,0,2,1.22
2224,1,0,2,1.58
